week_end,geography,pathogen,demographics_type,demographics_values,percent_visits
2023-06-24,United States,Influenza,Race/Ethnicity,"Black, NH",0.3
2023-11-18,United States,Influenza,Sex,Male,1.4
2023-11-18,United States,Influenza,Sex,Invalid,0.5
2023-11-18,United States,Influenza,Sex,Other,0
2023-11-18,United States,Influenza,Sex,Female,1.4
2023-11-18,United States,Influenza,Age Group,18-64 years,1
2023-11-18,United States,Influenza,Age Group,65+ years,0.4
2023-11-18,United States,Influenza,Age Group,5-17 years,4.5
2023-11-18,United States,Influenza,Age Group,0-4 years,2.8
2023-11-18,United States,Influenza,Race/Ethnicity,Hispanic,2.3
2023-11-18,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",1.2
2023-11-18,United States,Influenza,Race/Ethnicity,"White, NH",0.9
2023-11-18,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",1.4
2023-11-18,United States,Influenza,Race/Ethnicity,"AI/AN, NH",1.2
2023-11-18,United States,Influenza,Race/Ethnicity,"Black, NH",2.1
2023-03-04,United States,Influenza,Sex,Male,0.3
2023-03-04,United States,Influenza,Sex,Invalid,0
2023-03-04,United States,Influenza,Sex,Other,0
2023-03-04,United States,Influenza,Sex,Female,0.3
2023-03-04,United States,Influenza,Age Group,18-64 years,0.2
2023-03-04,United States,Influenza,Age Group,65+ years,0.2
2023-03-04,United States,Influenza,Age Group,5-17 years,0.6
2023-03-04,United States,Influenza,Age Group,0-4 years,0.7
2023-03-04,United States,Influenza,Race/Ethnicity,Hispanic,0.4
2023-03-04,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",0.3
2023-03-04,United States,Influenza,Race/Ethnicity,"White, NH",0.2
2023-03-04,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",0.4
2023-03-04,United States,Influenza,Race/Ethnicity,"AI/AN, NH",0.4
2023-03-04,United States,Influenza,Race/Ethnicity,"Black, NH",0.4
2023-04-29,United States,Influenza,Sex,Male,0.3
2023-04-29,United States,Influenza,Sex,Invalid,0
2023-04-29,United States,Influenza,Sex,Other,0
2023-04-29,United States,Influenza,Sex,Female,0.2
2023-04-29,United States,Influenza,Age Group,18-64 years,0.2
2023-04-29,United States,Influenza,Age Group,65+ years,0.1
2023-04-29,United States,Influenza,Age Group,5-17 years,0.6
2023-04-29,United States,Influenza,Age Group,0-4 years,0.6
2023-04-29,United States,Influenza,Race/Ethnicity,Hispanic,0.4
2023-04-29,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",0.2
2023-04-29,United States,Influenza,Race/Ethnicity,"White, NH",0.2
2023-04-29,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",0.3
2023-04-29,United States,Influenza,Race/Ethnicity,"AI/AN, NH",0.3
2023-04-29,United States,Influenza,Race/Ethnicity,"Black, NH",0.3
2023-11-04,United States,Influenza,Sex,Male,0.9
2023-11-04,United States,Influenza,Sex,Invalid,0.1
2023-11-04,United States,Influenza,Sex,Other,0
2023-11-04,United States,Influenza,Sex,Female,0.8
2023-11-04,United States,Influenza,Age Group,18-64 years,0.6
2023-11-04,United States,Influenza,Age Group,65+ years,0.3
2023-11-04,United States,Influenza,Age Group,5-17 years,2.9
2023-11-04,United States,Influenza,Age Group,0-4 years,1.9
2023-11-04,United States,Influenza,Race/Ethnicity,Hispanic,1.4
2023-11-04,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",0.8
2023-11-04,United States,Influenza,Race/Ethnicity,"White, NH",0.5
2023-11-04,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",1.1
2023-11-04,United States,Influenza,Race/Ethnicity,"AI/AN, NH",1.5
2023-11-04,United States,Influenza,Race/Ethnicity,"Black, NH",1.3
2024-06-15,United States,Influenza,Sex,Male,0.2
2024-06-15,United States,Influenza,Sex,Invalid,0
2024-06-15,United States,Influenza,Sex,Other,0
2024-06-15,United States,Influenza,Sex,Female,0.2
2024-06-15,United States,Influenza,Age Group,18-64 years,0.2
2024-06-15,United States,Influenza,Age Group,65+ years,0.1
2024-06-15,United States,Influenza,Age Group,5-17 years,0.3
2024-06-15,United States,Influenza,Age Group,0-4 years,0.5
2024-06-15,United States,Influenza,Race/Ethnicity,Hispanic,0.3
2024-06-15,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",0.2
2024-06-15,United States,Influenza,Race/Ethnicity,"White, NH",0.1
2024-06-15,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",0.4
2024-06-15,United States,Influenza,Race/Ethnicity,"AI/AN, NH",0.3
2024-06-15,United States,Influenza,Race/Ethnicity,"Black, NH",0.2
2024-04-06,United States,Influenza,Sex,Male,1.2
2024-04-06,United States,Influenza,Sex,Invalid,0
2024-04-06,United States,Influenza,Sex,Other,0
2024-04-06,United States,Influenza,Sex,Female,1.2
2024-04-06,United States,Influenza,Age Group,18-64 years,1
2024-04-06,United States,Influenza,Age Group,65+ years,0.6
2024-04-06,United States,Influenza,Age Group,5-17 years,2.4
2024-04-06,United States,Influenza,Age Group,0-4 years,2.4
2024-04-06,United States,Influenza,Race/Ethnicity,Hispanic,1.4
2024-04-06,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",1.2
2024-04-06,United States,Influenza,Race/Ethnicity,"White, NH",1
2024-04-06,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",1.6
2024-04-06,United States,Influenza,Race/Ethnicity,"AI/AN, NH",1.4
2024-04-06,United States,Influenza,Race/Ethnicity,"Black, NH",1.4
2024-04-27,United States,Influenza,Sex,Male,0.5
2024-04-27,United States,Influenza,Sex,Invalid,0
2024-04-27,United States,Influenza,Sex,Other,0
2024-04-27,United States,Influenza,Sex,Female,0.5
2024-04-27,United States,Influenza,Age Group,18-64 years,0.4
2024-04-27,United States,Influenza,Age Group,65+ years,0.3
2024-04-27,United States,Influenza,Age Group,5-17 years,1.1
2024-04-27,United States,Influenza,Age Group,0-4 years,1.1
2024-04-27,United States,Influenza,Race/Ethnicity,Hispanic,0.8
2024-04-27,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",0.5
2024-04-27,United States,Influenza,Race/Ethnicity,"White, NH",0.4
2024-04-27,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",0.9
2024-04-27,United States,Influenza,Race/Ethnicity,"AI/AN, NH",0.8
2024-04-27,United States,Influenza,Race/Ethnicity,"Black, NH",0.6
2023-05-20,United States,Influenza,Sex,Male,0.3
2023-05-20,United States,Influenza,Sex,Invalid,0
2023-05-20,United States,Influenza,Sex,Other,0
2023-05-20,United States,Influenza,Sex,Female,0.3
2023-05-20,United States,Influenza,Age Group,18-64 years,0.2
2023-05-20,United States,Influenza,Age Group,65+ years,0.1
2023-05-20,United States,Influenza,Age Group,5-17 years,0.8
2023-05-20,United States,Influenza,Age Group,0-4 years,0.6
2023-05-20,United States,Influenza,Race/Ethnicity,Hispanic,0.5
2023-05-20,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",0.2
2023-05-20,United States,Influenza,Race/Ethnicity,"White, NH",0.2
2023-05-20,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",0.3
2023-05-20,United States,Influenza,Race/Ethnicity,"AI/AN, NH",0.3
2023-05-20,United States,Influenza,Race/Ethnicity,"Black, NH",0.4
2023-01-28,United States,Influenza,Sex,Male,0.6
2023-01-28,United States,Influenza,Sex,Invalid,0.1
2023-01-28,United States,Influenza,Sex,Other,0
2023-01-28,United States,Influenza,Sex,Female,0.5
2023-01-28,United States,Influenza,Age Group,18-64 years,0.4
2023-01-28,United States,Influenza,Age Group,65+ years,0.3
2023-01-28,United States,Influenza,Age Group,5-17 years,1.2
2023-01-28,United States,Influenza,Age Group,0-4 years,1.3
2023-01-28,United States,Influenza,Race/Ethnicity,Hispanic,0.8
2023-01-28,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",0.5
2023-01-28,United States,Influenza,Race/Ethnicity,"White, NH",0.5
2023-01-28,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",0.6
2023-01-28,United States,Influenza,Race/Ethnicity,"AI/AN, NH",0.8
2023-01-28,United States,Influenza,Race/Ethnicity,"Black, NH",0.6
2023-04-01,United States,Influenza,Sex,Male,0.3
2023-04-01,United States,Influenza,Sex,Invalid,0
2023-04-01,United States,Influenza,Sex,Other,0
2023-04-01,United States,Influenza,Sex,Female,0.3
2023-04-01,United States,Influenza,Age Group,18-64 years,0.2
2023-04-01,United States,Influenza,Age Group,65+ years,0.1
2023-04-01,United States,Influenza,Age Group,5-17 years,0.6
2023-04-01,United States,Influenza,Age Group,0-4 years,0.6
2023-04-01,United States,Influenza,Race/Ethnicity,Hispanic,0.4
2023-04-01,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",0.3
2023-04-01,United States,Influenza,Race/Ethnicity,"White, NH",0.2
2023-04-01,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",0.4
2023-04-01,United States,Influenza,Race/Ethnicity,"AI/AN, NH",0.3
2023-04-01,United States,Influenza,Race/Ethnicity,"Black, NH",0.3
2024-08-03,United States,Influenza,Sex,Male,0.1
2024-08-03,United States,Influenza,Sex,Invalid,0
2024-08-03,United States,Influenza,Sex,Other,0
2024-08-03,United States,Influenza,Sex,Female,0.1
2024-08-03,United States,Influenza,Age Group,18-64 years,0.1
2024-08-03,United States,Influenza,Age Group,65+ years,0.1
2024-08-03,United States,Influenza,Age Group,5-17 years,0.2
2024-08-03,United States,Influenza,Age Group,0-4 years,0.3
2024-08-03,United States,Influenza,Race/Ethnicity,Hispanic,0.2
2024-08-03,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",0.1
2024-08-03,United States,Influenza,Race/Ethnicity,"White, NH",0.1
2024-08-03,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",0.3
2024-08-03,United States,Influenza,Race/Ethnicity,"AI/AN, NH",0.1
2024-08-03,United States,Influenza,Race/Ethnicity,"Black, NH",0.2
2022-12-17,United States,Influenza,Sex,Male,5.2
2022-12-17,United States,Influenza,Sex,Invalid,0.1
2022-12-17,United States,Influenza,Sex,Other,0
2022-12-17,United States,Influenza,Sex,Female,5.1
2022-12-17,United States,Influenza,Age Group,18-64 years,3.6
2022-12-17,United States,Influenza,Age Group,65+ years,2.8
2022-12-17,United States,Influenza,Age Group,5-17 years,12.9
2022-12-17,United States,Influenza,Age Group,0-4 years,10.5
2022-12-17,United States,Influenza,Race/Ethnicity,Hispanic,7
2022-12-17,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",5.3
2022-12-17,United States,Influenza,Race/Ethnicity,"White, NH",4.7
2022-12-17,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",5.8
2022-12-17,United States,Influenza,Race/Ethnicity,"AI/AN, NH",7.8
2022-12-17,United States,Influenza,Race/Ethnicity,"Black, NH",4.6
2023-05-13,United States,Influenza,Sex,Male,0.3
2023-05-13,United States,Influenza,Sex,Invalid,0
2023-05-13,United States,Influenza,Sex,Other,0
2023-05-13,United States,Influenza,Sex,Female,0.3
2023-05-13,United States,Influenza,Age Group,18-64 years,0.2
2023-05-13,United States,Influenza,Age Group,65+ years,0.1
2023-05-13,United States,Influenza,Age Group,5-17 years,0.7
2023-05-13,United States,Influenza,Age Group,0-4 years,0.6
2023-05-13,United States,Influenza,Race/Ethnicity,Hispanic,0.5
2023-05-13,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",0.2
2023-05-13,United States,Influenza,Race/Ethnicity,"White, NH",0.2
2023-05-13,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",0.3
2023-05-13,United States,Influenza,Race/Ethnicity,"AI/AN, NH",0.3
2023-05-13,United States,Influenza,Race/Ethnicity,"Black, NH",0.4
2024-04-13,United States,Influenza,Sex,Male,0.9
2024-04-13,United States,Influenza,Sex,Invalid,0
2024-04-13,United States,Influenza,Sex,Other,0
2024-04-13,United States,Influenza,Sex,Female,0.9
2024-04-13,United States,Influenza,Age Group,18-64 years,0.8
2024-04-13,United States,Influenza,Age Group,65+ years,0.5
2024-04-13,United States,Influenza,Age Group,5-17 years,1.7
2024-04-13,United States,Influenza,Age Group,0-4 years,1.9
2024-04-13,United States,Influenza,Race/Ethnicity,Hispanic,1.1
2024-04-13,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",0.9
2024-04-13,United States,Influenza,Race/Ethnicity,"White, NH",0.7
2024-04-13,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",1.2
2024-04-13,United States,Influenza,Race/Ethnicity,"AI/AN, NH",1.1
2024-04-13,United States,Influenza,Race/Ethnicity,"Black, NH",1
2023-02-18,United States,Influenza,Sex,Male,0.4
2023-02-18,United States,Influenza,Sex,Invalid,0
2023-02-18,United States,Influenza,Sex,Other,0
2023-02-18,United States,Influenza,Sex,Female,0.4
2023-02-18,United States,Influenza,Age Group,18-64 years,0.3
2023-02-18,United States,Influenza,Age Group,65+ years,0.2
2023-02-18,United States,Influenza,Age Group,5-17 years,0.8
2023-02-18,United States,Influenza,Age Group,0-4 years,0.8
2023-02-18,United States,Influenza,Race/Ethnicity,Hispanic,0.5
2023-02-18,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",0.3
2023-02-18,United States,Influenza,Race/Ethnicity,"White, NH",0.3
2023-02-18,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",0.4
2023-02-18,United States,Influenza,Race/Ethnicity,"AI/AN, NH",0.4
2023-02-18,United States,Influenza,Race/Ethnicity,"Black, NH",0.4
2022-12-10,United States,Influenza,Sex,Male,5.8
2022-12-10,United States,Influenza,Sex,Invalid,0
2022-12-10,United States,Influenza,Sex,Other,0
2022-12-10,United States,Influenza,Sex,Female,5.7
2022-12-10,United States,Influenza,Age Group,18-64 years,4.1
2022-12-10,United States,Influenza,Age Group,65+ years,3.1
2022-12-10,United States,Influenza,Age Group,5-17 years,13.9
2022-12-10,United States,Influenza,Age Group,0-4 years,11.5
2022-12-10,United States,Influenza,Race/Ethnicity,Hispanic,7.9
2022-12-10,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",6
2022-12-10,United States,Influenza,Race/Ethnicity,"White, NH",4.9
2022-12-10,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",6.8
2022-12-10,United States,Influenza,Race/Ethnicity,"AI/AN, NH",7.6
2022-12-10,United States,Influenza,Race/Ethnicity,"Black, NH",5.5
2023-07-22,United States,Influenza,Sex,Male,0.2
2023-07-22,United States,Influenza,Sex,Invalid,0
2023-07-22,United States,Influenza,Sex,Other,0
2023-07-22,United States,Influenza,Sex,Female,0.2
2023-07-22,United States,Influenza,Age Group,18-64 years,0.1
2023-07-22,United States,Influenza,Age Group,65+ years,0.1
2023-07-22,United States,Influenza,Age Group,5-17 years,0.3
2023-07-22,United States,Influenza,Age Group,0-4 years,0.5
2023-07-22,United States,Influenza,Race/Ethnicity,Hispanic,0.3
2023-07-22,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",0.1
2023-07-22,United States,Influenza,Race/Ethnicity,"White, NH",0.1
2023-07-22,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",0.3
2023-07-22,United States,Influenza,Race/Ethnicity,"AI/AN, NH",0.1
2023-07-22,United States,Influenza,Race/Ethnicity,"Black, NH",0.2
2023-03-25,United States,Influenza,Sex,Male,0.3
2023-03-25,United States,Influenza,Sex,Invalid,0
2023-03-25,United States,Influenza,Sex,Other,0
2023-03-25,United States,Influenza,Sex,Female,0.3
2023-03-25,United States,Influenza,Age Group,18-64 years,0.2
2023-03-25,United States,Influenza,Age Group,65+ years,0.1
2023-03-25,United States,Influenza,Age Group,5-17 years,0.6
2023-03-25,United States,Influenza,Age Group,0-4 years,0.6
2023-03-25,United States,Influenza,Race/Ethnicity,Hispanic,0.4
2023-03-25,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",0.3
2023-03-25,United States,Influenza,Race/Ethnicity,"White, NH",0.2
2023-03-25,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",0.4
2023-03-25,United States,Influenza,Race/Ethnicity,"AI/AN, NH",0.3
2023-03-25,United States,Influenza,Race/Ethnicity,"Black, NH",0.4
2024-02-17,United States,Influenza,Sex,Male,3.1
2024-02-17,United States,Influenza,Sex,Invalid,0.1
2024-02-17,United States,Influenza,Sex,Other,0
2024-02-17,United States,Influenza,Sex,Female,3
2024-02-17,United States,Influenza,Age Group,18-64 years,2.4
2024-02-17,United States,Influenza,Age Group,65+ years,1.3
2024-02-17,United States,Influenza,Age Group,5-17 years,8
2024-02-17,United States,Influenza,Age Group,0-4 years,6.3
2024-02-17,United States,Influenza,Race/Ethnicity,Hispanic,3.8
2024-02-17,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",3
2024-02-17,United States,Influenza,Race/Ethnicity,"White, NH",2.7
2024-02-17,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",3
2024-02-17,United States,Influenza,Race/Ethnicity,"AI/AN, NH",3.1
2024-02-17,United States,Influenza,Race/Ethnicity,"Black, NH",3.5
2023-05-27,United States,Influenza,Sex,Male,0.3
2023-05-27,United States,Influenza,Sex,Invalid,0
2023-05-27,United States,Influenza,Sex,Other,0
2023-05-27,United States,Influenza,Sex,Female,0.3
2023-05-27,United States,Influenza,Age Group,18-64 years,0.2
2023-05-27,United States,Influenza,Age Group,65+ years,0.1
2023-05-27,United States,Influenza,Age Group,5-17 years,0.8
2023-05-27,United States,Influenza,Age Group,0-4 years,0.7
2023-05-27,United States,Influenza,Race/Ethnicity,Hispanic,0.5
2023-05-27,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",0.3
2023-05-27,United States,Influenza,Race/Ethnicity,"White, NH",0.2
2023-05-27,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",0.3
2023-05-27,United States,Influenza,Race/Ethnicity,"AI/AN, NH",0.2
2023-05-27,United States,Influenza,Race/Ethnicity,"Black, NH",0.4
2022-10-15,United States,Influenza,Sex,Male,0.9
2022-10-15,United States,Influenza,Sex,Invalid,0.2
2022-10-15,United States,Influenza,Sex,Other,0
2022-10-15,United States,Influenza,Sex,Female,0.9
2022-10-15,United States,Influenza,Age Group,18-64 years,0.5
2022-10-15,United States,Influenza,Age Group,65+ years,0.2
2022-10-15,United States,Influenza,Age Group,5-17 years,3.2
2022-10-15,United States,Influenza,Age Group,0-4 years,1.9
2022-10-15,United States,Influenza,Race/Ethnicity,Hispanic,1.4
2022-10-15,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",0.9
2022-10-15,United States,Influenza,Race/Ethnicity,"White, NH",0.5
2022-10-15,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",0.9
2022-10-15,United States,Influenza,Race/Ethnicity,"AI/AN, NH",0.4
2022-10-15,United States,Influenza,Race/Ethnicity,"Black, NH",1.4
2024-02-10,United States,Influenza,Sex,Male,3.2
2024-02-10,United States,Influenza,Sex,Invalid,0.1
2024-02-10,United States,Influenza,Sex,Other,0
2024-02-10,United States,Influenza,Sex,Female,3.2
2024-02-10,United States,Influenza,Age Group,18-64 years,2.4
2024-02-10,United States,Influenza,Age Group,65+ years,1.4
2024-02-10,United States,Influenza,Age Group,5-17 years,8.4
2024-02-10,United States,Influenza,Age Group,0-4 years,6.6
2024-02-10,United States,Influenza,Race/Ethnicity,Hispanic,4.3
2024-02-10,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",3
2024-02-10,United States,Influenza,Race/Ethnicity,"White, NH",2.7
2024-02-10,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",3.2
2024-02-10,United States,Influenza,Race/Ethnicity,"AI/AN, NH",3.1
2024-02-10,United States,Influenza,Race/Ethnicity,"Black, NH",3.7
2023-01-21,United States,Influenza,Sex,Male,0.7
2023-01-21,United States,Influenza,Sex,Invalid,0
2023-01-21,United States,Influenza,Sex,Other,0
2023-01-21,United States,Influenza,Sex,Female,0.7
2023-01-21,United States,Influenza,Age Group,18-64 years,0.6
2023-01-21,United States,Influenza,Age Group,65+ years,0.5
2023-01-21,United States,Influenza,Age Group,5-17 years,1.5
2023-01-21,United States,Influenza,Age Group,0-4 years,1.7
2023-01-21,United States,Influenza,Race/Ethnicity,Hispanic,1
2023-01-21,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",0.6
2023-01-21,United States,Influenza,Race/Ethnicity,"White, NH",0.6
2023-01-21,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",0.8
2023-01-21,United States,Influenza,Race/Ethnicity,"AI/AN, NH",0.9
2023-01-21,United States,Influenza,Race/Ethnicity,"Black, NH",0.8
2024-01-13,United States,Influenza,Sex,Male,3.6
2024-01-13,United States,Influenza,Sex,Invalid,0.1
2024-01-13,United States,Influenza,Sex,Other,0
2024-01-13,United States,Influenza,Sex,Female,3.4
2024-01-13,United States,Influenza,Age Group,18-64 years,3
2024-01-13,United States,Influenza,Age Group,65+ years,2
2024-01-13,United States,Influenza,Age Group,5-17 years,7.2
2024-01-13,United States,Influenza,Age Group,0-4 years,8
2024-01-13,United States,Influenza,Race/Ethnicity,Hispanic,4.7
2024-01-13,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",3.4
2024-01-13,United States,Influenza,Race/Ethnicity,"White, NH",2.8
2024-01-13,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",3.8
2024-01-13,United States,Influenza,Race/Ethnicity,"AI/AN, NH",3.9
2024-01-13,United States,Influenza,Race/Ethnicity,"Black, NH",4.3
2022-10-08,United States,Influenza,Sex,Male,0.7
2022-10-08,United States,Influenza,Sex,Invalid,0.1
2022-10-08,United States,Influenza,Sex,Other,0
2022-10-08,United States,Influenza,Sex,Female,0.7
2022-10-08,United States,Influenza,Age Group,18-64 years,0.4
2022-10-08,United States,Influenza,Age Group,65+ years,0.2
2022-10-08,United States,Influenza,Age Group,5-17 years,2.5
2022-10-08,United States,Influenza,Age Group,0-4 years,1.5
2022-10-08,United States,Influenza,Race/Ethnicity,Hispanic,1.2
2022-10-08,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",0.8
2022-10-08,United States,Influenza,Race/Ethnicity,"White, NH",0.4
2022-10-08,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",0.6
2022-10-08,United States,Influenza,Race/Ethnicity,"AI/AN, NH",0.3
2022-10-08,United States,Influenza,Race/Ethnicity,"Black, NH",1
2024-06-08,United States,Influenza,Sex,Male,0.2
2024-06-08,United States,Influenza,Sex,Invalid,0
2024-06-08,United States,Influenza,Sex,Other,0
2024-06-08,United States,Influenza,Sex,Female,0.2
2024-06-08,United States,Influenza,Age Group,18-64 years,0.2
2024-06-08,United States,Influenza,Age Group,65+ years,0.2
2024-06-08,United States,Influenza,Age Group,5-17 years,0.4
2024-06-08,United States,Influenza,Age Group,0-4 years,0.6
2024-06-08,United States,Influenza,Race/Ethnicity,Hispanic,0.4
2024-06-08,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",0.2
2024-06-08,United States,Influenza,Race/Ethnicity,"White, NH",0.2
2024-06-08,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",0.5
2024-06-08,United States,Influenza,Race/Ethnicity,"AI/AN, NH",0.3
2024-06-08,United States,Influenza,Race/Ethnicity,"Black, NH",0.2
2023-09-30,United States,Influenza,Sex,Male,0.3
2023-09-30,United States,Influenza,Sex,Invalid,0
2023-09-30,United States,Influenza,Sex,Other,0
2023-09-30,United States,Influenza,Sex,Female,0.3
2023-09-30,United States,Influenza,Age Group,18-64 years,0.2
2023-09-30,United States,Influenza,Age Group,65+ years,0.2
2023-09-30,United States,Influenza,Age Group,5-17 years,1
2023-09-30,United States,Influenza,Age Group,0-4 years,0.8
2023-09-30,United States,Influenza,Race/Ethnicity,Hispanic,0.5
2023-09-30,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",0.3
2023-09-30,United States,Influenza,Race/Ethnicity,"White, NH",0.2
2023-09-30,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",0.6
2023-09-30,United States,Influenza,Race/Ethnicity,"AI/AN, NH",0.6
2023-09-30,United States,Influenza,Race/Ethnicity,"Black, NH",0.5
2022-12-24,United States,Influenza,Sex,Male,4.6
2022-12-24,United States,Influenza,Sex,Invalid,0.1
2022-12-24,United States,Influenza,Sex,Other,0
2022-12-24,United States,Influenza,Sex,Female,4.6
2022-12-24,United States,Influenza,Age Group,18-64 years,3.4
2022-12-24,United States,Influenza,Age Group,65+ years,2.9
2022-12-24,United States,Influenza,Age Group,5-17 years,10.8
2022-12-24,United States,Influenza,Age Group,0-4 years,9.1
2022-12-24,United States,Influenza,Race/Ethnicity,Hispanic,6
2022-12-24,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",4.6
2022-12-24,United States,Influenza,Race/Ethnicity,"White, NH",4.4
2022-12-24,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",4.9
2022-12-24,United States,Influenza,Race/Ethnicity,"AI/AN, NH",6.2
2022-12-24,United States,Influenza,Race/Ethnicity,"Black, NH",3.8
2023-02-11,United States,Influenza,Sex,Male,0.4
2023-02-11,United States,Influenza,Sex,Invalid,0
2023-02-11,United States,Influenza,Sex,Other,0
2023-02-11,United States,Influenza,Sex,Female,0.4
2023-02-11,United States,Influenza,Age Group,18-64 years,0.3
2023-02-11,United States,Influenza,Age Group,65+ years,0.2
2023-02-11,United States,Influenza,Age Group,5-17 years,0.9
2023-02-11,United States,Influenza,Age Group,0-4 years,0.9
2023-02-11,United States,Influenza,Race/Ethnicity,Hispanic,0.5
2023-02-11,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",0.4
2023-02-11,United States,Influenza,Race/Ethnicity,"White, NH",0.3
2023-02-11,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",0.5
2023-02-11,United States,Influenza,Race/Ethnicity,"AI/AN, NH",0.4
2023-02-11,United States,Influenza,Race/Ethnicity,"Black, NH",0.5
2024-03-23,United States,Influenza,Sex,Male,1.5
2024-03-23,United States,Influenza,Sex,Invalid,0
2024-03-23,United States,Influenza,Sex,Other,0
2024-03-23,United States,Influenza,Sex,Female,1.5
2024-03-23,United States,Influenza,Age Group,18-64 years,1.3
2024-03-23,United States,Influenza,Age Group,65+ years,0.7
2024-03-23,United States,Influenza,Age Group,5-17 years,3.6
2024-03-23,United States,Influenza,Age Group,0-4 years,3.2
2024-03-23,United States,Influenza,Race/Ethnicity,Hispanic,1.9
2024-03-23,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",1.5
2024-03-23,United States,Influenza,Race/Ethnicity,"White, NH",1.3
2024-03-23,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",1.9
2024-03-23,United States,Influenza,Race/Ethnicity,"AI/AN, NH",1.9
2024-03-23,United States,Influenza,Race/Ethnicity,"Black, NH",1.7
2024-07-13,United States,Influenza,Sex,Male,0.1
2024-07-13,United States,Influenza,Sex,Invalid,0
2024-07-13,United States,Influenza,Sex,Other,0
2024-07-13,United States,Influenza,Sex,Female,0.2
2024-07-13,United States,Influenza,Age Group,18-64 years,0.1
2024-07-13,United States,Influenza,Age Group,65+ years,0.1
2024-07-13,United States,Influenza,Age Group,5-17 years,0.2
2024-07-13,United States,Influenza,Age Group,0-4 years,0.4
2024-07-13,United States,Influenza,Race/Ethnicity,Hispanic,0.2
2024-07-13,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",0.2
2024-07-13,United States,Influenza,Race/Ethnicity,"White, NH",0.1
2024-07-13,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",0.4
2024-07-13,United States,Influenza,Race/Ethnicity,"AI/AN, NH",0.2
2024-07-13,United States,Influenza,Race/Ethnicity,"Black, NH",0.2
